authors,number of publications,Degree,Betweenness,Deg_Cent
 T Aziz,2,16,0.0002874114513298456,0.0009564229780620481
 Wolfgang Oertel,2,16,0.0002874114513298456,0.0009564229780620481
 L Timmermann,2,15,0.0002874114513298456,0.00089664654193317
 Abdelhamid Benazzouz,2,14,0.0002874114513298456,0.000836870105804292
 C-W Wallesch,2,12,0.0002874114513298456,0.0007173172335465358
 Isabelle Arnulf,2,11,0.0002874114513298456,0.000657540797417658
 Jeffrey N Joyce,2,11,0.0002874114513298456,0.000657540797417658
Maria G Cersosimo,3,8,0.0002874114513298456,0.00047821148903102404
 Alison Goate,2,29,0.00028621077685953814,0.0017335166477374618
 Kaj Blennow,2,27,0.00027768153954718167,0.001613963775479706
 Walter Pirker,2,15,0.00027468697969149054,0.00089664654193317
 Karin Stiasny-Kolster,3,24,0.00027416849596198565,0.001434634467093072
 Howard Hurtig,4,49,0.0002733523165523868,0.002929045370315022
 Roberta Biundo,2,47,0.00026851881996386295,0.002809492498057266
M T Pellecchia,2,20,0.00026595296860902346,0.00119552872257756
 Bum-Soo Kim,2,15,0.0002651210727260247,0.00089664654193317
 So-Lyung Jung,2,15,0.0002651210727260247,0.00089664654193317
 Daniel Harnack,3,17,0.0002605425483917378,0.0010161994141909259
 Margherita Canesi,2,54,0.0002602506547302111,0.003227927550959412
 Wim Vandenberghe,2,21,0.0002592473484024868,0.0012553051587064381
 Andrew Siderowf,4,24,0.000258977711225658,0.001434634467093072
 Georg Juckel,2,12,0.0002589163968174684,0.0007173172335465358
Christine Winter,2,12,0.0002589163968174684,0.0007173172335465358
 Grazia Annesi,4,62,0.00025408996112041783,0.003706139039990436
 Jian-Hua Ding,5,24,0.000248447897164952,0.001434634467093072
 Per Svenningsson,3,12,0.0002464312881587568,0.0007173172335465358
 Richard B Dewey Jr,3,27,0.000246399127235445,0.001613963775479706
 Teng Jiang,3,15,0.000246399127235445,0.00089664654193317
 Wei Wang,3,20,0.0002463969831738909,0.00119552872257756
 Y Liu,2,25,0.0002463955537995215,0.00149441090322195
 Fabian Klostermann,2,23,0.0002463955537995215,0.001374858030964194
 Benjamin Drukarch,2,16,0.0002463955537995215,0.0009564229780620481
 Lucette Lacomblez,2,15,0.0002463955537995215,0.00089664654193317
 A Pisani,2,14,0.0002463955537995215,0.000836870105804292
 G A Broe,2,12,0.0002463955537995215,0.0007173172335465358
 Michele Tagliati,2,12,0.0002463955537995215,0.0007173172335465358
Francesc Valldeoriola,2,12,0.0002463955537995215,0.0007173172335465358
 D J Brooks,2,11,0.0002463955537995215,0.000657540797417658
 Pierre J Blanchet,2,11,0.0002463955537995215,0.000657540797417658
 R Dengler,2,11,0.0002463955537995215,0.000657540797417658
 C Warren Olanow,3,10,0.0002463955537995215,0.00059776436128878
 Erik K St Louis,2,10,0.0002463955537995215,0.00059776436128878
 Fusako Yokochi,2,10,0.0002463955537995215,0.00059776436128878
 Lei Cao,2,9,0.0002463955537995215,0.000537987925159902
 R Pahwa,2,9,0.0002463955537995215,0.000537987925159902
 M Pierantozzi,3,20,0.00024582380405175605,0.00119552872257756
 P Stanzione,3,20,0.00024582380405175605,0.00119552872257756
E K Tan,3,33,0.00024481303933060873,0.001972622392252974
 C S Lu,2,31,0.00023496690660427735,0.001853069519995218
 S Fook-Chong,2,31,0.00023496690660427735,0.001853069519995218
 Laura Silveira-Moriyama,2,19,0.00023293345398994633,0.0011357522864486821
 Amaya Sousa,2,17,0.00022991248502955152,0.0010161994141909259
 Patricia Del Rio,2,17,0.00022991248502955152,0.0010161994141909259
 Benzi M Kluger,3,13,0.0002258947519062065,0.0007770936696754138
 Maurizio Zibetti,3,53,0.00022498138168415118,0.003168151114830534
 Guido Alves,5,29,0.00022415263054285806,0.0017335166477374618
 Aude Nicolas,2,39,0.00022364309495455386,0.002331281009026242
 John Q Trojanowski,5,45,0.0002171769163517697,0.00268993962579951
 Vladimir S Kostić,3,17,0.00021708419039133728,0.0010161994141909259
 Giovanni Fabbrini,2,47,0.0002120440055984981,0.002809492498057266
 Mark Hallett,3,14,0.0002054725656032093,0.000836870105804292
 Manfred Gerlach,2,13,0.00020536536252550327,0.0007770936696754138
 F Alesch,2,21,0.00020536536252550324,0.0012553051587064381
Jie Zhang,2,19,0.00020536536252550324,0.0011357522864486821
 Hans A Kretzschmar,2,15,0.00020536536252550324,0.00089664654193317
 Bas R Bloem,2,12,0.00020536536252550324,0.0007173172335465358
 Paola Soliveri,2,11,0.00020536536252550324,0.000657540797417658
Wooyoung Jang,2,11,0.00020536536252550324,0.000657540797417658
 Andrew D Lawrence,2,10,0.00020536536252550324,0.00059776436128878
 Andrew Evans,2,9,0.00020536536252550324,0.000537987925159902
 Arun Singh,2,9,0.00020536536252550324,0.000537987925159902
 Fabrizio Benedetti,2,9,0.00020536536252550324,0.000537987925159902
 Tiziana Alberio,2,9,0.00020536536252550324,0.000537987925159902
 Kenjiro Ono,2,8,0.00020536536252550324,0.00047821148903102404
Francisco J Diaz-Corrales,2,8,0.00020536536252550324,0.00047821148903102404
 V Bonifati,2,21,0.0002053653625255032,0.0012553051587064381
 Paul M Carvey,2,11,0.0002053653625255032,0.000657540797417658
 Hao Ding,2,9,0.0002053653625255032,0.000537987925159902
 E Martignoni,2,24,0.0002051509563700912,0.001434634467093072
 G Nappi,2,24,0.0002051509563700912,0.001434634467093072
 Philippe Derambure,3,15,0.0002050595732170701,0.00089664654193317
 Berta C Leis,2,17,0.00020322750033244496,0.0010161994141909259
 Alessandra Nicoletti,2,57,0.00020091449663952262,0.0034072568593460453
 Mario Zappia,2,57,0.00020091449663952262,0.0034072568593460453
 Carine Karachi,2,20,0.00018466802165639388,0.00119552872257756
 Marie-Laure Welter,2,20,0.00018466802165639388,0.00119552872257756
 Chiung-Mei Chen,4,15,0.00018223966409176308,0.00089664654193317
 Jong-Ling Fuh,2,18,0.00018142783641802619,0.001075975850319804
 Ali Samii,2,28,0.0001801403126114874,0.001673740211608584
 Lorenzo Rossi,3,15,0.00017800713709493116,0.00089664654193317
 Antonio Bagnato,2,20,0.0001709748084846026,0.00119552872257756
 Antonio Fiaschi,3,22,0.00016828060560103146,0.001315081594835316
 Lars Olson,3,23,0.00016588604244229882,0.001374858030964194
 Gregor K Wenning,6,33,0.00016535354856801168,0.001972622392252974
 Jin Whan Cho,3,13,0.0001644371673225596,0.0007770936696754138
 Nir Giladi,4,17,0.00016440425767933996,0.0010161994141909259
 B Holmberg,3,11,0.00016434946499517913,0.000657540797417658
 G M Halliday,3,10,0.00016434946499517913,0.00059776436128878
 Malú G Tansey,3,11,0.00016434231812333206,0.000657540797417658
 Uwe Schlegel,6,7,0.0001643315978155615,0.000418435052902146
 Paolo Mazzone,2,13,0.00016432087750779093,0.0007770936696754138
 Ullrich Wüllner,2,13,0.00016432087750779093,0.0007770936696754138
 Francesca Morgante,2,46,0.00016432087750779088,0.002749716061928388
 R Chen,2,23,0.00016432087750779088,0.001374858030964194
 David Blum,2,18,0.00016432087750779088,0.001075975850319804
 Chun-Feng Liu,2,13,0.00016432087750779088,0.0007770936696754138
 G Pezzoli,2,11,0.00016432087750779088,0.000657540797417658
 Guido Nikkhah,2,10,0.00016432087750779088,0.00059776436128878
S Breit,2,9,0.00016432087750779088,0.000537987925159902
 Dean L Pountney,2,8,0.00016432087750779088,0.00047821148903102404
 Hironobu Naiki,2,8,0.00016432087750779088,0.00047821148903102404
 Lei Zhang,2,8,0.00016432087750779088,0.00047821148903102404
 Tomoyoshi Kondo,2,7,0.00016432087750779088,0.000418435052902146
 A D Korczyn,2,6,0.00016432087750779088,0.000358658616773268
 Kedar N Prasad,2,13,0.00016432087750779085,0.0007770936696754138
 Yuxin Liu,2,11,0.00016432087750779082,0.000657540797417658
 Talia Herman,2,10,0.00016395638704359036,0.00059776436128878
 John C van Swieten,3,70,0.00016242347935696718,0.00418435052902146
 Valina L Dawson,5,17,0.00015604584893898451,0.0010161994141909259
 Rohan de Silva,3,29,0.00015539109337871912,0.0017335166477374618
 Stéphane Thobois,3,16,0.0001534019146092522,0.0009564229780620481
 Tammaryn Lashley,2,28,0.00015110614142739218,0.001673740211608584
 Mohamed Jaber,2,17,0.00014947448228284297,0.0010161994141909259
 Kelly E Lyons,5,25,0.00014736684203207952,0.00149441090322195
 Chengke Tang,4,21,0.00014666199624148855,0.0012553051587064381
 Jordi Rumià,3,13,0.00014605118246108388,0.0007770936696754138
 Ali Keshavarzian,3,18,0.00014410952392428212,0.001075975850319804
 David Sulzer,2,24,0.00014355564135613434,0.001434634467093072
 C Jenkinson,2,10,0.00014354134761244023,0.00059776436128878
 Hemraj B Dodiya,2,13,0.00014343057109881066,0.0007770936696754138
 Giovanni B Frisoni,2,43,0.00014325547273855748,0.0025703867535417533
 Anette Schrag,3,12,0.00014173422407596554,0.0007173172335465358
Kenjiro Ono,2,9,0.0001414544610330963,0.000537987925159902
 Josep Valls-Solé,2,8,0.00014123325553166762,0.00047821148903102404
 Alice Nieuwboer,2,10,0.0001389546410032129,0.00059776436128878
 Katherine Baker,2,8,0.00013747411994519725,0.00047821148903102404
 Eliecer Coto,5,29,0.0001367315018220514,0.0017335166477374618
 René Ribacoba,5,29,0.0001367315018220514,0.0017335166477374618
 C M Chen,2,25,0.00013360250163693221,0.00149441090322195
 G J Lee-Chen,2,25,0.00013360250163693221,0.00149441090322195
 H C Fung,2,25,0.00013360250163693221,0.00149441090322195
 Donald B Calne,4,20,0.00013347083337527011,0.00119552872257756
 Edward A Fon,2,22,0.00013340498427389126,0.001315081594835316
 Tipu Z Aziz,2,16,0.00013217664229441938,0.0009564229780620481
 Mike A Nalls,2,31,0.0001272574357103966,0.001853069519995218
 Carles Vilariño-Güell,3,38,0.00012439094821227247,0.0022715045728973642
 Antoni Camins,4,22,0.00012362658921058483,0.001315081594835316
 Paul Mattis,3,14,0.00012347054917525714,0.000836870105804292
 Barry J Hoffer,3,19,0.00012337644869593744,0.0011357522864486821
 Matthew S Goldberg,3,11,0.0001232763924900785,0.000657540797417658
 Glenn T Stebbins,2,43,0.00012326209874638435,0.0025703867535417533
 David A Bennett,2,31,0.00012326209874638435,0.001853069519995218
 Dwight C German,2,24,0.00012326209874638435,0.001434634467093072
 Richard Reynolds,2,17,0.00012326209874638435,0.0010161994141909259
 G Rees Cosgrove,2,15,0.00012326209874638435,0.00089664654193317
 D James Surmeier,2,13,0.00012326209874638435,0.0007770936696754138
 Wenjie Xie,2,11,0.00012326209874638435,0.000657540797417658
 Akira Sawa,2,10,0.00012326209874638435,0.00059776436128878
 Andreas Horn,2,10,0.00012326209874638435,0.00059776436128878
 Boris Ferger,3,10,0.00012326209874638435,0.00059776436128878
 Markus Otto,2,10,0.00012326209874638435,0.00059776436128878
 Wei-Qiang Gao,2,10,0.00012326209874638435,0.00059776436128878
 Anthony Davidson,2,8,0.00012326209874638435,0.00047821148903102404
 Daphna Shohamy,2,8,0.00012326209874638435,0.00047821148903102404
 Miet De Letter,2,8,0.00012326209874638435,0.00047821148903102404
 Yu Zhang,2,7,0.00012326209874638435,0.000418435052902146
 W C Koller,2,6,0.00012326209874638435,0.000358658616773268
Kah-Leong Lim,2,5,0.00012326209874638435,0.00029888218064439
 Fabrizio Stocchi,2,42,0.00012317633628421953,0.0025106103174128763
 Maria Francesca De Pandis,2,42,0.00012317633628421953,0.0025106103174128763
 Francesc X Sureda,2,13,0.0001229833707443487,0.0007770936696754138
 Aner Weiss,2,8,0.00012296550356473104,0.00047821148903102404
 Gabriella Santangelo,2,50,0.00012291841802976406,0.0029888218064439
 Hiroshi Katsuki,2,11,0.00012266176151123063,0.000657540797417658
 Yasuo Miki,2,17,0.00012188989935174729,0.0010161994141909259
 Oleh Khalimonchuk,3,25,0.00012151974914248032,0.00149441090322195
 Maria Salsone,2,58,0.00011998501446266567,0.0034670332954749236
 Letterio Morgante,2,54,0.00011943768136407141,0.003227927550959412
 Jean-Jacques Lemaire,2,16,0.00011758675079626604,0.0009564229780620481
 H Shen,2,19,0.00011707578944513523,0.0011357522864486821
 Jinlu Zhang,2,6,0.00011572974161468855,0.000358658616773268
 Régis Bordet,3,32,0.0001136186531843082,0.0019128459561240962
 Nancy A Pachana,3,13,0.00011297775015845327,0.0007770936696754138
 Paolo Stanzione,3,21,0.0001116360930758827,0.0012553051587064381
 Rianne A J Esselink,4,20,0.00011018840431997234,0.00119552872257756
 Marjolein B Aerts,3,18,0.00011004308459241534,0.001075975850319804
 Ana I Corao,3,27,0.00010937463770040125,0.001613963775479706
 Thomas J Montine,4,27,0.00010915857979770308,0.001613963775479706
 Caroline Moreau,3,27,0.00010881979750538888,0.001613963775479706
 Mourad Zouari,2,28,0.00010734393438916052,0.001673740211608584
 Rim Amouri,2,28,0.00010734393438916052,0.001673740211608584
 Samia Ben Sassi,2,28,0.00010734393438916052,0.001673740211608584
 Pierre-Olivier Fernagut,3,17,0.000102894128639877,0.0010161994141909259
 John Forsayeth,3,12,0.00010267910782682807,0.0007173172335465358
 Krystof S Bankiewicz,3,12,0.00010267910782682807,0.0007173172335465358
 Bahar Güntekin,2,41,0.00010266481408313396,0.002450833881283998
 Erol Başar,2,41,0.00010266481408313396,0.002450833881283998
 Ruxiang Xu,2,19,0.00010266481408313396,0.0011357522864486821
 Yiquan Ke,2,19,0.00010266481408313396,0.0011357522864486821
 Erwin E H van Wegen,2,10,0.00010266481408313396,0.00059776436128878
 Gert Kwakkel,2,10,0.00010266481408313396,0.00059776436128878
 Yong Wang,2,14,0.0001025218766461926,0.000836870105804292
 V Fraix,2,13,0.00010202755134343704,0.0007770936696754138
Brook Galna,2,4,0.00010144257072840324,0.00023910574451551202
 Alessandro Di Rocco,2,17,0.00010118465588048328,0.0010161994141909259
 B Piallat,2,11,9.524874339647942e-05,0.000657540797417658
 John A Hardy,2,24,9.41765833774227e-05,0.001434634467093072
 Yan Chen,2,11,9.320651077421043e-05,0.000657540797417658
 Guoying Bing,2,13,8.988557701894364e-05,0.0007770936696754138
 Pietro Cortelli,2,63,8.967183167400511e-05,0.003765915476119314
 Erik Simons,2,67,8.639767886185825e-05,0.004005021220634826
 Vivianna M Van Deerlin,3,37,8.621437815581235e-05,0.002211728136768486
 Walter Paulus,3,13,8.377990693977008e-05,0.0007770936696754138
 Ben A Oostra,4,27,8.343962187408815e-05,0.001613963775479706
 Lorenzo Chiari,3,9,8.259639793656659e-05,0.000537987925159902
 John Mitrofanis,3,18,8.236769803746041e-05,0.001075975850319804
 Farid Yekhlef,2,21,8.236360536450485e-05,0.0012553051587064381
 Wolfgang H Jost,2,8,8.218902624128372e-05,0.00047821148903102404
 J O Aasly,2,20,8.21890262412837e-05,0.00119552872257756
 Erik Wolters,2,18,8.21890262412837e-05,0.001075975850319804
 S Rehncrona,2,18,8.21890262412837e-05,0.001075975850319804
 J-F Chen,2,15,8.21890262412837e-05,0.00089664654193317
 Jean-Christophe Corvol,2,11,8.21890262412837e-05,0.000657540797417658
 Shun Yu,2,9,8.21890262412837e-05,0.000537987925159902
 Nai-Hong Chen,2,8,8.21890262412837e-05,0.00047821148903102404
Marjan Jahanshahi,2,8,8.21890262412837e-05,0.00047821148903102404
 Adrian M Owen,2,6,8.21890262412837e-05,0.000358658616773268
 Etienne C Hirsch,2,6,8.21890262412837e-05,0.000358658616773268
 Qunyuan Xu,2,6,8.21890262412837e-05,0.000358658616773268
 Wen-Wei Li,2,6,8.21890262412837e-05,0.000358658616773268
 N Giladi,2,4,8.21890262412837e-05,0.00023910574451551202
Christopher G Goetz,2,3,8.21890262412837e-05,0.00017932930838663398
 A Brice,2,15,8.218902624128368e-05,0.00089664654193317
 J Lee,2,6,8.218902624128368e-05,0.000358658616773268
 Lian Li,3,12,8.216043875389542e-05,0.0007173172335465358
 Lih-Shen Chin,3,12,8.216043875389542e-05,0.0007173172335465358
 Douglas G Walker,2,14,8.21461450102013e-05,0.000836870105804292
 Lucia I Sue,2,14,8.21461450102013e-05,0.000836870105804292
 Liang Wu,2,13,8.21461450102013e-05,0.0007770936696754138
 Zhou Ou,2,13,8.21461450102013e-05,0.0007770936696754138
 Juan Zhou,2,11,8.21461450102013e-05,0.000657540797417658
 Nagaendran Kandiah,2,11,8.21461450102013e-05,0.000657540797417658
 Eric Bardinet,2,10,8.21461450102013e-05,0.00059776436128878
 Hongwei Hao,2,10,8.21461450102013e-05,0.00059776436128878
 Jérôme Yelnik,2,10,8.21461450102013e-05,0.00059776436128878
 Luming Li,2,10,8.21461450102013e-05,0.00059776436128878
 Dirk Woitalla,2,9,8.21461450102013e-05,0.000537987925159902
 Horst Przuntek,2,9,8.21461450102013e-05,0.000537987925159902
 B Ritz,2,8,8.21461450102013e-05,0.00047821148903102404
 Y Bordelon,2,8,8.21461450102013e-05,0.00047821148903102404
 Marc D Pell,3,8,8.213185126650717e-05,0.00047821148903102404
 Kathrin Helmschmied,2,10,8.210326377911888e-05,0.00059776436128878
 L Brusa,2,16,8.193173885478924e-05,0.0009564229780620481
 Laura Rocchi,2,7,8.184597639262444e-05,0.000418435052902146
 Guido J Breedveld,2,61,7.525952424543098e-05,0.0036463626038615578
 Marcel M Verbeek,3,14,7.4808969014041e-05,0.000836870105804292
 Elke Malzer,2,15,7.45749962034285e-05,0.00089664654193317
 Anouke van Rumund,2,13,7.452249856750434e-05,0.0007770936696754138
 James F Morley,2,20,7.339816568406012e-05,0.00119552872257756
 Fabienne Ory,2,21,7.271054141667027e-05,0.0012553051587064381
 Catherine Strand,2,28,7.185330237755655e-05,0.001673740211608584
Deepinder Kaur,3,11,7.156913202013279e-05,0.000657540797417658
 Xing Liu,2,14,7.140439662405788e-05,0.000836870105804292
 Giovanni Defazio,3,21,6.857738346637387e-05,0.0012553051587064381
 Linda R White,2,20,6.848037914175363e-05,0.00119552872257756
 Victoria Alvarez,4,24,6.836537655106825e-05,0.001434634467093072
 Meg E Morris,3,9,6.482003194411923e-05,0.000537987925159902
 Hong-Hong Yao,2,15,6.459819233503492e-05,0.00089664654193317
 Iryna Bohovych,2,19,6.458483808924204e-05,0.0011357522864486821
 Mona K Beyer,2,22,6.380600066347267e-05,0.001315081594835316
 Antonella Peppe,2,19,6.271243481019737e-05,0.0011357522864486821
 Nicolas Dupré,2,16,6.162032906542158e-05,0.0009564229780620481
 Pierre Provencher,2,16,6.162032906542158e-05,0.0009564229780620481
 Ray-Yau Wang,2,8,6.162032906542158e-05,0.00047821148903102404
 Shih-Jung Cheng,2,8,6.162032906542158e-05,0.00047821148903102404
 James J Lah,2,7,6.142736352555073e-05,0.000418435052902146
Michel Engeln,2,12,6.130430051093335e-05,0.0007173172335465358
 Sonja von Campenhausen,2,17,5.999390329974486e-05,0.0010161994141909259
Yaroslav Winter,2,17,5.999390329974486e-05,0.0010161994141909259
 Tao Wu,2,13,5.9986904212047716e-05,0.0007770936696754138
 Murray Grossman,2,27,5.804470803092153e-05,0.001613963775479706
 Silvana Tesei,2,17,5.802999806031198e-05,0.0010161994141909259
Annadurai Anandhan,2,17,5.680269392406841e-05,0.0010161994141909259
 Håkan Widner,3,16,5.634726023696609e-05,0.0009564229780620481
 Giuseppe De Michele,3,67,5.606937244802229e-05,0.004005021220634826
 Michael G Heckman,2,30,5.5295213110052796e-05,0.00179329308386634
 Carme Junqué,2,11,5.292807918882556e-05,0.000657540797417658
 Susanne Duerr,2,13,5.2371713320990306e-05,0.0007770936696754138
 Chiara Criscuolo,2,62,5.195823002832228e-05,0.003706139039990436
 Rachel G Gross,2,30,5.044165793164314e-05,0.00179329308386634
 Barbara Picconi,2,12,4.9599878863778964e-05,0.0007173172335465358
